Date,Portfolio,SPY
2015-08-24,114231.17042726353,93105.67767720697
2015-08-25,111703.23411412339,92006.58281415302
2015-08-26,116942.73574071354,95538.96790878101
2015-08-27,120431.25316684402,97907.60550135183
2015-08-28,121125.30597145675,97907.60550135183
2015-08-31,119702.9046289845,97120.01880804045
2015-09-01,116020.10641155546,94222.40507817091
2015-09-02,117438.5791543877,96009.16891971318
2015-09-03,117645.22316078244,96079.69907135301
2015-09-04,115651.08331812038,94622.07593746326
2015-09-08,117156.76231149625,97002.4685553074
2015-09-09,116603.58082918395,95703.53826260728
2015-09-10,118018.85514166688,96226.6368872693
2015-09-11,117976.07949143587,96661.57282238157
2015-09-14,117288.55617669638,96303.04455154578
2015-09-15,119155.96223460019,97507.9346420595
2015-09-16,120969.74050666645,98354.2964617374
2015-09-17,121242.66960953943,98130.95098154462
2015-09-18,120307.32948702465,96526.39003173856
2015-09-21,121210.20598891325,97025.97860585402
2015-09-22,119631.75503610393,95768.19090161043
2015-09-23,120195.62094462437,95615.37557305749
2015-09-24,120567.75180811042,95268.60232749503
2015-09-25,120780.57623443143,95245.09227694842
2015-09-28,118428.931182229,92852.94463383096
2015-09-29,117949.71727124852,92905.84224756084
2015-09-30,120897.54998899897,94639.70847537323
2015-10-01,120457.3671814792,94886.5640061126
2015-10-02,122370.9119235839,96303.04455154577
2015-10-05,125399.53413288773,98019.2782414482
2015-10-06,125772.7588315027,97684.26002115902
2015-10-07,126891.35753696771,98483.60173974372
2015-10-08,129728.05027320361,99371.10614787819
2015-10-09,130200.17477638971,99429.8812742447
2015-10-12,130626.3646455952,99523.92147643115
2015-10-13,130499.63354197283,98900.90513694602
2015-10-14,130886.00455095852,98424.8266133772
2015-10-15,132137.18149666855,99935.3473609968
2015-10-16,132724.18627540817,100387.91583401902
2015-10-19,132966.26627677982,100440.8134477489
2015-10-20,133181.22868878528,100311.50816974255
2015-10-21,132853.92815251483,99688.49183025744
2015-10-22,136662.32245586856,101375.33795697657
2015-10-23,138180.27779653925,102486.18784530385
2015-10-26,137952.66614846277,102233.4548019278
2015-10-27,137016.32013355472,102033.61937228164
2015-10-28,138260.11474067988,103197.36687433875
2015-10-29,137025.66267796012,103138.59174797221
2015-10-30,137233.92778897434,102691.90078758665
2015-11-02,139952.05884871713,103908.54590337364
2015-11-03,140459.9551081426,104208.2990478429
2015-11-04,139028.10679490736,103890.91336546368
2015-11-05,138520.99964891872,103785.11813800395
2015-11-06,142121.26159301147,103732.22052427409
2015-11-09,140449.36213394077,102768.30845186314
2015-11-10,138511.47325442408,103003.40895732923
2015-11-11,138898.43992754054,102597.86058540021
2015-11-12,137131.6741200498,101163.74750205707
2015-11-13,135419.1565050872,100029.3875631832
2015-11-16,136703.76033226767,101551.66333607612
2015-11-17,137479.82522087026,101475.25567179965
2015-11-18,141330.66612093418,103085.69413424231
2015-11-19,143039.12610525245,102997.53144469255
2015-11-20,143662.30841043888,103373.69225343829
2015-11-23,143460.49011915384,103256.14200070525
2015-11-24,144831.75774891785,103391.32479134825
2015-11-25,144870.71889970946,103379.56976607494
2015-11-27,144932.39095247598,103497.120018808
2015-11-30,145041.0661918661,103068.0615963324
2015-12-01,146417.32818491702,104049.60620665329
2015-12-02,144852.48891053113,102985.77641941924
2015-12-03,144038.13362102388,101545.78582343947
2015-12-04,147402.51673667555,103526.50758199125
2015-12-07,146625.25236161897,102897.61372986948
2015-12-08,146292.7187985039,102209.94475138116
2015-12-09,145183.4737870347,101410.60303279645
2015-12-10,146036.33846308605,101675.09110144581
2015-12-11,143501.67179213243,99706.12436816732
2015-12-14,143893.8415885892,100205.71294228277
2015-12-15,146078.20686928826,101257.7877042435
2015-12-16,148940.92607276718,102738.92088867984
2015-12-17,147523.8054362712,101175.50252733035
2015-12-18,144125.82220788774,99371.10614787813
2015-12-21,146328.64090692968,100193.95791700945
2015-12-22,149616.1366853634,101099.09486305389
2015-12-23,151606.39722471253,102351.0050546608
2015-12-24,152817.20478005745,102186.43470083455
2015-12-28,154074.14765507722,101951.33419536846
2015-12-29,155623.98154526844,103038.6740331491
2015-12-30,154559.58271280988,102309.86246620424
2015-12-31,152407.69076642362,101287.17526742676
2016-01-04,149310.52683559307,99870.69472199358
2016-01-05,149839.42019258914,100041.14258845648
2016-01-06,144695.5465677606,98777.47737157626
2016-01-07,138199.87728141254,96408.83977900544
2016-01-08,136515.69613730456,95350.88750440805
2016-01-11,135798.2291830251,95444.92770659448
2016-01-12,137241.260280942,96214.88186199592
2016-01-13,134216.57744528406,93810.97919360519
2016-01-14,137025.20113838706,95350.88750440803
2016-01-15,131049.45554654996,93305.51310685309
2016-01-19,130185.80499668472,93428.94087222278
2016-01-20,128565.05450194207,92235.80580698239
2016-01-21,133638.48729449997,92753.02691900778
2016-01-22,134985.21082512956,94651.46350064644
2016-01-25,133445.9794630248,93223.22792993998
2016-01-26,133598.20035233468,94492.77065945684
2016-01-27,134208.84675101217,93464.20594804273
2016-01-28,133051.80546508316,93952.03949688484
2016-01-29,136584.25476020126,96244.26942517918
2016-02-01,137248.66537915694,96209.00434935927
2016-02-02,135129.0920390568,94475.13812154689
2016-02-03,135836.21545642609,95039.37933466549
2016-02-04,135469.13206348853,95192.19466321847
2016-02-05,131667.802451794,93376.04325849295
2016-02-08,127571.05484677409,92118.25555424938
2016-02-09,126287.89898292847,92124.13306688603
2016-02-10,124938.04927207096,92047.72540260956
2016-02-11,123462.18556743028,90848.71282473252
2016-02-12,125228.96110900157,92717.76184318791
2016-02-16,127211.20630206719,94287.05771717403
2016-02-17,130222.66052420765,95826.9660279769
2016-02-18,130059.19220826853,95433.17268132122
2016-02-19,131417.71134243684,95386.152580228
2016-02-22,133210.45614043841,96767.36804984126
2016-02-23,131744.22840669422,95544.84542141762
2016-02-24,132653.99827384955,95985.65886916654
2016-02-25,133722.6310646158,97149.40637122367
2016-02-26,133401.1354997834,96926.06089103088
2016-02-29,133276.74263015128,96161.98424826612
2016-03-01,137403.413438368,98424.8266133772
2016-03-02,137496.51639207266,98865.64006112612
2016-03-03,137856.6698867132,99253.55589514517
2016-03-04,138461.88497859094,99576.81909016102
2016-03-07,139378.1422832311,99653.2267544375
2016-03-08,137575.49609395527,98565.88691665685
2016-03-09,138216.44489670725,99053.72046549899
2016-03-10,138063.21883495885,99136.0056424121
2016-03-11,142897.88810963143,100734.6890795815
2016-03-14,144948.03976710458,100605.38380157515
2016-03-15,142093.81846194292,100440.8134477489
2016-03-16,145077.94620681307,101022.68719877745
2016-03-17,150211.21700114783,101663.33607617253
2016-03-18,151602.9560444897,102063.00693546489
2016-03-21,152598.1717472165,102209.94475138119
2016-03-22,152706.3827959582,102151.16962501466
2016-03-23,152116.69425448336,101481.13318443632
2016-03-24,153746.88108594334,101434.11308334311
2016-03-28,153567.18972021682,101492.88820970964
2016-03-29,156157.32155916723,102433.29023157396
2016-03-30,156376.8542244197,102879.98119195951
2016-03-31,155894.2485570068,102633.12566122011
2016-04-01,157529.3062667703,103332.54966498174
2016-04-04,156887.29883676034,102997.53144469256
2016-04-05,156111.16568250384,101968.96673327844
2016-04-06,157309.1348735727,103079.81662160569
2016-04-07,155922.98719264858,101845.53896790874
2016-04-08,155802.2959627629,102121.78206183139
2016-04-11,156283.68369972182,101880.80404372864
2016-04-12,158143.3328883516,102832.9610908663
2016-04-13,160948.65501060095,103873.28082755374
2016-04-14,161928.10198453732,103873.28082755374
2016-04-15,162546.8056433774,103761.60808745734
2016-04-18,163318.55681956818,104490.4196544022
2016-04-19,163147.64188351142,104819.5603620547
2016-04-20,162656.71398595657,104919.47807687779
2016-04-21,161148.80664278058,104355.23686375919
2016-04-22,162022.55666468915,104355.23686375919
2016-04-25,162187.99728596196,104173.03397202295
2016-04-26,162536.783715028,104331.72681321255
2016-04-27,164196.15001391564,104543.31726813201
2016-04-28,163412.6467219108,103597.037733631
2016-04-29,162238.39756848177,103038.67403314906
2016-05-02,163710.12109014147,103855.6482896437
2016-05-03,163578.31959053574,102950.51134359927
2016-05-04,161902.89011153634,102374.51510520736
2016-05-05,162851.95482238528,102356.8825672974
2016-05-06,163907.30140846744,102733.04337604312
2016-05-09,164214.0472797257,102815.32855295626
2016-05-10,166309.99661764837,104096.62630774642
2016-05-11,165672.65427647723,103120.95921006215
2016-05-12,165405.692557722,103150.34677324542
2016-05-13,169338.2832040379,102251.08733983763
2016-05-16,172379.8138332475,103262.0195133418
2016-05-17,172592.72897920784,102298.10744093083
2016-05-18,173476.19514542734,102327.49500411411
2016-05-19,172415.01050291915,101974.84424591498
2016-05-20,174539.35097579737,102615.49312331007
2016-05-23,174094.60106632108,102474.43282003042
2016-05-24,176595.32082947707,103802.75067591382
2016-05-25,176933.86889139676,104508.05219231207
2016-05-26,178019.89348953502,104537.43975549535
2016-05-27,178824.34919491076,104990.00822851754
2016-05-31,179312.20104364344,104790.17279887137
2016-06-01,179359.27232750584,105001.76325379085
2016-06-02,180731.93957446644,105325.0264488067
2016-06-03,179989.31431569307,105007.64076642747
2016-06-06,182027.54902900258,105542.49441636282
2016-06-07,182350.67233275963,105707.0647701891
2016-06-08,182155.94644224868,106053.8380157516
2016-06-09,183119.49634631805,105906.90019983529
2016-06-10,181269.18508013347,104901.84553896775
2016-06-13,180119.65970697167,104096.62630774641
2016-06-14,180607.13861359216,103890.91336546357
2016-06-15,181098.55060626118,103743.97554954726
2016-06-16,181838.52469765412,104055.48371928983
2016-06-17,179976.72260619357,103667.56788527078
2016-06-20,181773.74026295374,104331.72681321247
2016-06-21,181747.3686393104,104631.47995768175
2016-06-22,180754.85888243603,104461.03209121882
2016-06-23,183993.69300093004,105818.73751028547
2016-06-24,177007.8534056412,102021.8643470082
2016-06-27,174140.58789189838,100193.95791700936
2016-06-28,178356.9240952333,101998.35429646156
2016-06-29,180849.72991150824,103738.09803691058
2016-06-30,182139.79892606338,105154.57858234373
2016-07-01,181735.7894566383,105372.04654989987
2016-07-05,180748.49416554582,104613.84741977173
2016-07-06,182376.85826660175,105242.74127189351
2016-07-07,184299.36850977247,105178.08863289033
2016-07-08,187260.80440504645,106741.50699423983
2016-07-11,188376.37597944576,107117.66780298557
2016-07-12,189454.43901020073,107899.37698366032
2016-07-13,189532.4266058219,107881.74444575036
2016-07-14,190927.68522911888,108487.12824732554
2016-07-15,190964.5782941023,108340.19043140924
2016-07-18,192306.33947960837,108628.18855060519
2016-07-19,192427.15453876683,108522.39332314544
2016-07-20,193136.0522887298,108974.96179616766
2016-07-21,190690.28582775962,108563.53591160201
2016-07-22,192327.09155700594,109045.49194780749
2016-07-25,193009.17660373182,108751.61631597487
2016-07-26,193399.8844807562,108804.51392970474
2016-07-27,193134.0438931875,108686.96367697169
2016-07-28,193883.32663531214,108810.39144234137
2016-07-29,195113.90316312984,108986.71682144095
2016-08-01,195823.28294007905,108898.55413189116
2016-08-02,194165.2529864666,108199.13012812956
2016-08-03,194388.57762608057,108516.51581050876
2016-08-04,195882.71180749027,108628.18855060516
2016-08-05,198262.7676415609,109521.5704713763
2016-08-08,198694.8184290278,109456.91783237312
2016-08-09,198257.53039640217,109521.5704713763
2016-08-10,197420.71749604226,109251.2048900903
2016-08-11,199010.1229942695,109756.6709768424
2016-08-12,202157.97529382032,109662.63077465596
2016-08-15,203823.67409097243,109974.13894439854
2016-08-16,201784.7205032838,109409.89773127991
2016-08-17,200621.64858833325,109615.61067356274
2016-08-18,203059.6119149134,109862.46620430214
2016-08-19,202361.3804616806,109697.89585047586
2016-08-22,202156.5242125183,109697.89585047586
2016-08-23,202313.09286740495,109915.363818032
2016-08-24,200910.5377358319,109351.1226049134
2016-08-25,200814.2560125743,109280.59245327357
2016-08-26,200672.5331235446,109074.87951099075
2016-08-29,201288.4303876832,109609.7331609261
2016-08-30,200531.07686880569,109427.53026918988
2016-08-31,200994.78321670232,109116.0220994473
2016-09-01,202403.17928211243,109121.89961208396
2016-09-02,203121.07454886657,109615.61067356274
2016-09-06,203844.15157021984,109944.75138121526
2016-09-07,202822.7481351585,109938.87386857864
2016-09-08,201698.31361570366,109686.14082520259
2016-09-09,195150.45412896117,107058.89267661907
2016-09-12,199099.54821159007,108598.80098742194
2016-09-13,197441.8925455,107035.38262607246
2016-09-14,200184.89987666675,106994.24003761589
2016-09-15,204521.01070783383,108063.94733748659
2016-09-16,204772.75881397646,107646.6439402843
2016-09-19,205265.93794973174,107670.1539908309
2016-09-20,205670.15968899298,107676.03150346756
2016-09-21,207245.18102865622,108886.79910661791
2016-09-22,208883.6837094339,109568.59057246955
2016-09-23,207483.0054877304,108969.08428353105
2016-09-26,205746.33781131433,108087.45738803323
2016-09-27,207279.51258386366,108757.49382861155
2016-09-28,207682.52615867613,109298.22499118355
2016-09-29,206494.02716503813,108310.80286822599
2016-09-30,208196.95627577315,109127.77712472061
2016-10-03,208217.76108744115,108863.28905607128
2016-10-04,208217.39592392373,108310.80286822596
2016-10-05,208376.39478054148,108786.8813917948
2016-10-06,208237.29065300766,108863.28905607128
2016-10-07,207386.19229137411,108493.0057599622
2016-10-10,208575.3206302198,109057.2469730808
2016-10-11,204917.94645752478,107676.03150346751
2016-10-12,205226.7093097713,107817.0918067472
2016-10-13,203906.18751511275,107464.44104854806
2016-10-14,204294.07151073788,107523.21617491459
2016-10-17,203990.48704993137,107147.05536616885
2016-10-18,205563.3784158013,107817.09180674716
2016-10-19,206460.3773477773,108105.08992594312
2016-10-20,206940.00711503232,107905.25449629696
2016-10-21,207081.72916384318,107958.15211002681
2016-10-24,210462.62538111123,108416.5980956857
2016-10-25,212489.09436345065,108052.19231221326
2016-10-26,212468.24747111558,107834.72434465712
2016-10-27,211412.32696147572,107546.72622546117
2016-10-28,215271.12729684045,107229.34054308197
2016-10-31,212503.8118518571,107235.21805571861
2016-11-01,210712.16392466042,106459.38638768053
2016-11-02,208943.5792205057,105818.73751028543
2016-11-03,207335.18479708422,105330.90396144331
2016-11-04,206315.48945822404,105219.23122134693
2016-11-07,213556.86386044874,107534.97120018787
2016-11-08,213622.2325367741,108022.80474903
2016-11-09,214436.63833823346,109168.91971317715
2016-11-10,217274.2233239164,109439.28529446314
2016-11-11,229002.18307311658,109186.55225108711
2016-11-14,227657.16596789792,109274.7149406369
2016-11-15,229074.43630669525,110126.95427295147
2016-11-16,232016.9224231918,109921.24133066865
2016-11-17,233022.2676455978,110485.48254378725
2016-11-18,233288.13822513857,110238.62701304788
2016-11-21,237094.7555621972,111067.3562948158
2016-11-22,238366.21102303464,111284.82426237194
2016-11-23,239260.06300564075,111343.59938873845
2016-11-25,240655.03958366383,111760.90278594078
2016-11-28,240620.08026593734,111237.80416127873
2016-11-29,241236.77730193053,111449.39461619823
2016-11-30,240149.7054037729,111184.90654754886
2016-12-01,239714.19722162824,110773.48066298323
2016-12-02,241559.48850261414,110832.25578934974
2016-12-05,244246.54982094927,111496.41471729141
2016-12-06,249288.29214667188,111849.06547549056
2016-12-07,256240.1597773499,113312.56612201694
2016-12-08,258933.37974151687,113588.80921593959
2016-12-09,259110.24830067146,114276.47819442792
2016-12-12,259648.4134205476,114147.17291642158
2016-12-13,260985.0585571114,114905.37204654969
2016-12-14,263111.3035803193,113959.0925120487
2016-12-15,264191.7176456734,114429.29352298088
2016-12-16,263710.3239234135,114205.94804278809
2016-12-19,266475.2703024065,114452.80357352748
2016-12-20,270409.30285698693,114893.61702127638
2016-12-21,270370.5101096118,114576.23133889718
2016-12-22,270129.5655144016,114376.39590925102
2016-12-23,270470.4103160974,114540.96626307727
2016-12-27,271013.7252108713,114828.96438227322
2016-12-28,268451.9475003658,113876.80733513557
2016-12-29,267917.2014442695,113853.29728458895
2016-12-30,265601.83254444855,113435.99388738665
2017-01-03,266792.7755112176,114305.86575761117
2017-01-04,271362.6165132178,114987.6572234628
2017-01-05,272055.4897351262,114893.61702127638
2017-01-06,274230.196491031,115305.04290584204
2017-01-09,273554.08111942065,114923.00458445966
2017-01-10,272941.3955088825,114923.00458445966
2017-01-11,273557.37353426765,115246.26777947553
2017-01-12,272443.337607453,114958.26966027958
2017-01-13,272402.3626204195,115222.75772892892
2017-01-17,269906.45098267886,114817.20935699993
2017-01-18,270415.28561100666,115069.94240037598
2017-01-19,269783.6215305613,114646.76149053701
2017-01-20,272550.4158436635,115064.06488773931
2017-01-23,272255.0935589992,114764.31174327002
2017-01-24,275445.74916766275,115504.87833548822
2017-01-25,278741.5091560304,116504.05548371909
2017-01-26,281467.2576479735,116380.62771834941
2017-01-27,281849.7076191066,116198.42482661318
2017-01-30,281268.03871798096,115475.49077230497
2017-01-31,278838.36022479075,115469.61325966832
2017-02-01,282010.8939905948,115510.75584812487
2017-02-02,283834.88426756446,115587.16351240134
2017-02-03,285737.99363389495,116386.50523098606
2017-02-06,285711.2891136746,116180.79228870322
2017-02-07,286447.35038153187,116180.79228870322
2017-02-08,287746.72935072123,116333.6076172562
2017-02-09,289633.07478069817,117027.15410838116
2017-02-10,290874.30584474624,117485.60009404001
2017-02-13,290617.0853313616,118126.24897143508
2017-02-14,292345.55244234455,118596.44998236727
2017-02-15,294327.8472214921,119219.46632185241
2017-02-16,294803.1993389398,119113.67109439266
2017-02-17,295513.37809846224,119301.75149876552
2017-02-21,297198.392045189,120012.93052780042
2017-02-22,297494.214913689,119907.1353003407
2017-02-23,297272.8028128505,119989.42047725385
2017-02-24,298918.24825649714,120142.2358058068
2017-02-27,298502.23009458196,120330.31621017966
2017-02-28,298789.54222775635,120007.05301516381
2017-03-01,303155.01449507143,121682.14411660966
2017-03-02,301100.797855323,120918.06747384489
2017-03-03,301433.61776198377,120994.47513812139
2017-03-06,300743.4043108131,120635.94686728559
2017-03-07,300735.83539154625,120271.54108381315
2017-03-08,300953.355370842,120048.19560362036
2017-03-09,301992.8189724846,120201.01093217332
2017-03-10,302979.086406657,120624.19184201227
2017-03-13,304069.71225119784,120682.9669683788
2017-03-14,303603.73980569985,120224.52098271991
2017-03-15,306332.0704590332,121264.84071940735
2017-03-16,305268.8725031764,121023.86270130464
2017-03-17,304216.60793187405,120812.27224638518
2017-03-20,304569.6255340082,120677.08945574216
2017-03-21,302965.4048629542,119125.426119666
2017-03-22,304324.4827273703,119407.5467262253
2017-03-23,303546.330031297,119278.24144821895
2017-03-24,305133.4050269355,119195.95627130581
2017-03-27,306031.5781605032,119072.52850593612
2017-03-28,308309.6593261095,119936.52286352399
2017-03-29,310468.6418385155,120048.19560362039
2017-03-30,309626.8390968458,120430.23392500279
2017-03-31,308688.24457142124,120153.99083108014
2017-04-03,309740.962134052,119942.40037616064
2017-04-04,309264.5579534409,120018.80804043711
2017-04-05,309993.3552599773,119660.27976960134
2017-04-06,310679.7442850986,120001.17550252716
2017-04-07,310947.4391624829,119877.74773715746
2017-04-10,311143.1526392166,119948.27788879731
2017-04-11,310702.3454597339,119807.21758551766
2017-04-12,310870.56833000534,119278.24144821896
2017-04-13,309151.273308693,118508.28729281752
2017-04-17,311665.4903742921,119554.48454214161
2017-04-18,312517.64033139666,119201.8337839425
2017-04-19,311527.2049671046,118978.4883037497
2017-04-20,313704.3178019255,119948.27788879731
2017-04-21,313448.49614223524,119566.23956741492
2017-04-24,316906.29207175394,120882.80239802499
2017-04-25,318663.3773224008,121582.22640178663
2017-04-26,318096.2544420584,121505.81873751014
2017-04-27,319370.9178097393,121611.61396496986
2017-04-28,320180.92179454735,121347.12589632053
2017-05-01,321979.66160331725,121652.75655342643
2017-05-02,322126.46601280465,121693.89914188298
2017-05-03,321621.39793376863,121546.96132596668
2017-05-04,323491.56016123615,121693.89914188295
2017-05-05,324133.7799163964,122169.97766545179
2017-05-08,324325.31381596054,122152.34512754183
2017-05-09,324932.5449829335,122040.67238744543
2017-05-10,325406.45158654515,122258.14035500155
2017-05-11,326556.7541481487,122005.40731162553
2017-05-12,327326.43421028834,121805.57188197935
2017-05-15,329959.2707504308,122475.6083225577
2017-05-16,330455.5364440404,122363.93558246133
2017-05-17,326300.57038728305,120195.13341953667
2017-05-18,326424.9858888548,120677.08945574216
2017-05-19,327411.99868009746,121464.67614905354
2017-05-22,329763.8696327343,122075.93746326535
2017-05-23,330054.9332797549,122346.30304455134
2017-05-24,332053.0566810163,122634.30116374731
2017-05-25,334455.93798886094,123222.05242741253
2017-05-26,335217.3066704157,123192.66486422926
2017-05-30,337645.90876096743,123086.86963676954
2017-05-31,336508.85533845227,123057.48207358629
2017-06-01,337330.5209126477,124033.14917127053
2017-06-02,339664.74948555074,124450.45256847284
2017-06-05,342050.3045228169,124356.4123662864
2017-06-06,341408.3440437555,123956.74150699405
2017-06-07,342575.89087653405,124185.96449982349
2017-06-08,345656.684986346,124250.61713882668
2017-06-09,342982.19729586015,124062.53673445382
2017-06-12,342904.99994162953,124033.14917127055
2017-06-13,344628.64096885035,124644.41048548238
2017-06-14,346077.90287760634,124485.71764429279
2017-06-15,346893.77544777386,124244.73962619003
2017-06-16,343726.0393871724,124274.12718937329
2017-06-19,347778.1373013508,125308.56941342408
2017-06-20,347186.3991516809,124462.20759374618
2017-06-21,348951.2860414196,124432.82003056293
2017-06-22,347932.6481300543,124374.04490419642
2017-06-23,347891.5851174426,124526.86023274934
2017-06-26,347266.96165721596,124609.14540966247
2017-06-27,343020.89654341456,123604.09074879494
2017-06-28,347041.0167686014,124709.06312448553
2017-06-29,341459.64193416334,123609.96826143158
2017-06-30,341803.3350863391,123845.06876689768
2017-07-03,341164.3639293937,124050.78170918052
2017-07-05,343604.02876591374,124338.77982837647
2017-07-06,342470.02270828135,123204.41988950259
2017-07-07,343596.814743611,124003.76160808728
2017-07-10,344335.72983246326,124133.06688609363
2017-07-11,345309.43715319876,124044.90419654387
2017-07-12,348087.25800070405,124973.55119313489
2017-07-13,348129.8517844709,125185.14164805438
2017-07-14,350391.68100893655,125767.01539908294
2017-07-17,348692.42143264296,125755.26037380967
2017-07-18,347887.7699354922,125819.91301281283
2017-07-19,348378.7819351098,126501.70447866447
2017-07-20,348832.042456449,126560.47960503101
2017-07-21,351319.02520438924,126442.92935229796
2017-07-24,350952.13722536527,126413.54178911471
2017-07-25,351659.22554775793,126719.17244622059
2017-07-26,354255.1747768498,126725.04995885726
2017-07-27,352425.2110373,126607.49970612419
2017-07-28,354430.4472766484,126460.56189020789
2017-07-31,354695.01237951557,126390.03173856807
2017-08-01,355638.4466707189,126672.15234512738
2017-08-02,355797.83357693884,126730.92747149391
2017-08-03,357135.80760947266,126484.07194075451
2017-08-04,358944.35797721235,126719.17244622059
2017-08-07,360532.7139140412,126954.27295168667
2017-08-08,359740.7724971606,126636.88726930747
2017-08-09,360314.10265641403,126636.88726930747
2017-08-10,356181.2141226764,124844.24591512854
2017-08-11,356232.44195037655,125032.32631950142
2017-08-14,360180.40313894534,126272.48148583501
2017-08-15,363237.31274233724,126254.84894792504
2017-08-16,364118.0731280987,126478.19442811783
2017-08-17,359583.5376148666,124503.3501822027
2017-08-18,360661.1455821487,124309.39226519318
2017-08-21,361498.04274806834,124409.30998001627
2017-08-22,364299.31268528354,125708.24027271642
2017-08-23,363566.83621545753,125255.67179969422
2017-08-24,364672.25845028233,124967.67368049826
2017-08-25,365392.3034228957,125255.67179969422
2017-08-28,366256.8374295228,125261.54931233087
2017-08-29,367189.79812885536,125402.60961561052
2017-08-30,368106.9289021842,126002.11590454903
2017-08-31,371445.72699241305,126760.31503467716
2017-09-01,374412.8579909896,126936.64041377672
2017-09-05,372672.82486254064,126025.62595509563
2017-09-06,374036.9778965627,126454.68437757126
2017-09-07,375096.5442667102,126437.05183966129
2017-09-08,374877.43468779366,126290.11402374499
2017-09-11,380124.2359615719,127636.06441753832
2017-09-12,382206.24821677245,128071.00035265058
2017-09-13,381589.94329279265,128129.77547901709
2017-09-14,382723.86774343724,128088.63289056052
2017-09-15,382199.9786352805,128259.08075702343
2017-09-18,386150.31150317326,128529.44633830946
2017-09-19,388088.1475630277,128658.75161631581
2017-09-20,389512.12890661927,128705.77171740902
2017-09-21,388208.0256179617,128358.99847184653
2017-09-22,389680.7405121601,128388.38603502978
2017-09-25,387102.97730416193,128123.89796638043
2017-09-26,387055.1304997923,128200.30563065689
2017-09-27,389110.91330691613,128699.89420477232
2017-09-28,390973.2086695569,128852.70953332528
2017-09-29,392591.5536548629,129305.27800634751
2017-10-02,394708.1752063526,129869.5192194661
2017-10-03,394749.5332597427,130145.76231338877
2017-10-04,395757.3415878448,130298.57764194172
2017-10-05,397791.00857413997,131074.4093099798
2017-10-06,397992.0364093635,130921.59398142685
2017-10-09,398661.57305177767,130710.00352650737
2017-10-10,401745.38843834784,131050.89925943321
2017-10-11,402629.9242357413,131256.61220171602
2017-10-12,402560.54530735436,131062.65428470651
2017-10-13,404322.6527819922,131221.3471258961
2017-10-16,404411.6919246679,131397.6725049957
2017-10-17,403135.59169850586,131491.7127071821
2017-10-18,403445.3191212077,131621.01798518846
2017-10-19,403170.38141578593,131656.28306100835
2017-10-20,406053.3224423196,132332.19701422338
2017-10-23,405224.8771456342,131820.85341483465
2017-10-24,406946.34577129956,132050.07640766408
2017-10-25,403589.2835071776,131397.6725049957
2017-10-26,405576.29290298506,131568.1203714586
2017-10-27,406888.62407437764,132643.70518396594
2017-10-30,404787.8060090335,132149.99412248717
2017-10-31,405131.58673011634,132355.70706477
2017-11-01,405928.3688030311,132532.03244386957
2017-11-02,406350.83240373427,132579.05254496276
2017-11-03,406347.75649935345,133025.74350534834
2017-11-06,405750.3700268154,133231.45644763118
2017-11-07,405083.35211285646,133137.41624544477
2017-11-08,408247.4542984016,133366.6392382742
2017-11-09,405122.27518332435,132878.80568943208
2017-11-10,404368.7083686232,132837.66310097548
2017-11-13,405007.13143944915,132961.0908663452
2017-11-14,403832.3102482752,132655.46020923927
2017-11-15,401976.674884942,131991.30128129758
2017-11-16,404557.0253667506,133113.90619489815
2017-11-17,403137.27524823544,132720.11284824245
2017-11-20,405683.38505366456,132949.33584107188
2017-11-21,408528.5739552108,133819.2077112964
2017-11-22,406736.6338412308,133695.77994592668
2017-11-24,407115.86916187295,134007.28811566922
2017-11-27,408189.0540106698,133942.63547666604
2017-11-28,413125.8062600259,135300.3408957327
2017-11-29,415007.00138670334,135218.05571881955
2017-11-30,421953.7472747207,136399.43575878663
2017-12-01,421254.6254736025,136117.31515222733
2017-12-04,419813.00270136964,135952.74479840108
2017-12-05,420018.7865088803,135464.91124955894
2017-12-06,420807.8812095371,135488.42130010558
2017-12-07,424941.46749476355,135917.47972258116
2017-12-08,427512.09483373066,136658.04631479934
2017-12-11,428795.1622368837,137069.472199365
2017-12-12,430741.0937063102,137310.45021746773
2017-12-13,428520.83604798553,137298.69519219443
2017-12-14,425803.58070428506,136734.4539790758
2017-12-15,429350.44760759466,137874.69143058633
2017-12-18,430764.158783457,138744.56330081084
2017-12-19,429753.90653089294,138215.58716351213
2017-12-20,428743.72403772717,138139.17949923567
2017-12-21,427095.6341152361,138427.17761843163
2017-12-22,426648.5597703263,138391.9125426117
2017-12-26,426506.7642387799,138227.34218878546
2017-12-27,427733.4199033947,138291.9948277886
2017-12-28,428733.27315975766,138574.11543434794
2017-12-29,427705.6763316565,138051.0168096859
2018-01-02,427664.3128261268,139044.31644528013
2018-01-03,429995.2214573952,139920.06582814132
2018-01-04,432445.7943081951,140513.69460444318
2018-01-05,438238.47345004324,141448.2191136709
2018-01-08,437910.7985246593,141706.8296696836
2018-01-09,441783.1929662563,142024.21535206278
2018-01-10,442290.75696201035,141806.74738450666
2018-01-11,444368.0119912795,142847.0671211941
2018-01-12,447485.9196027236,143775.71411778513
2018-01-16,446146.15820955945,143282.00305630636
2018-01-17,448727.15775943885,144651.4635006463
2018-01-18,446746.69094141765,144404.6079699069
2018-01-19,447317.33180432545,145062.88938521195
2018-01-22,450877.45242049795,146244.26942517902
2018-01-23,450325.1418528708,146555.7775949216
