rebalance_date,data_date,ticker,score,rank
2019-08-09,2019-08-09,RJF,0.570521,14
2019-08-09,2019-08-09,FDX,0.569394,15
2019-08-16,2019-08-16,IBM,0.625178,1
2019-08-16,2019-08-16,COST,0.61623,2
2019-08-16,2019-08-16,PFE,0.606987,3
2019-08-16,2019-08-16,PEP,0.59692,4
2019-08-16,2019-08-16,UAL,0.593093,5
2019-08-16,2019-08-16,ANET,0.59139,6
2019-08-16,2019-08-16,FDX,0.587118,7
2019-08-16,2019-08-16,JNJ,0.579148,8
2019-08-16,2019-08-16,PG,0.578969,9
2019-08-16,2019-08-16,CSCO,0.575838,10
2019-08-16,2019-08-16,NFLX,0.573441,11
2019-08-16,2019-08-16,MSFT,0.572384,12
2019-08-16,2019-08-16,RJF,0.572118,13
2019-08-16,2019-08-16,KO,0.567455,14
2019-08-16,2019-08-16,GM,0.566528,15
2019-08-23,2019-08-23,COST,0.61775,1
2019-08-23,2019-08-23,IBM,0.605411,2
2019-08-23,2019-08-23,PFE,0.60263,3
2019-08-23,2019-08-23,ANET,0.598213,4
2019-08-23,2019-08-23,GE,0.597464,5
2019-08-23,2019-08-23,NVDA,0.595466,6
2019-08-23,2019-08-23,SCHW,0.593343,7
2019-08-23,2019-08-23,AXP,0.584265,8
2019-08-23,2019-08-23,APO,0.584187,9
2019-08-23,2019-08-23,PG,0.582417,10
2019-08-23,2019-08-23,CSCO,0.580719,11
2019-08-23,2019-08-23,HON,0.572154,12
2019-08-23,2019-08-23,UAL,0.570649,13
2019-08-23,2019-08-23,PEP,0.569798,14
2019-08-23,2019-08-23,NFLX,0.568674,15
2019-08-30,2019-08-30,NVDA,0.643868,1
2019-08-30,2019-08-30,COST,0.627929,2
2019-08-30,2019-08-30,GE,0.620307,3
2019-08-30,2019-08-30,AXP,0.604554,4
2019-08-30,2019-08-30,IBM,0.601965,5
2019-08-30,2019-08-30,PEP,0.599534,6
2019-08-30,2019-08-30,CRM,0.584961,7
2019-08-30,2019-08-30,ANET,0.583509,8
2019-08-30,2019-08-30,RJF,0.580447,9
2019-08-30,2019-08-30,NFLX,0.580135,10
2019-08-30,2019-08-30,GEF,0.579241,11
2019-08-30,2019-08-30,MU,0.578829,12
2019-08-30,2019-08-30,BA,0.577206,13
2019-08-30,2019-08-30,UAL,0.577023,14
2019-08-30,2019-08-30,FDX,0.576594,15
2019-09-06,2019-09-06,NVDA,0.694111,1
2019-09-06,2019-09-06,SCHW,0.61119,2
2019-09-06,2019-09-06,IBM,0.607895,3
2019-09-06,2019-09-06,PEP,0.602579,4
2019-09-06,2019-09-06,GEF,0.601184,5
2019-09-06,2019-09-06,MSFT,0.599136,6
2019-09-06,2019-09-06,RJF,0.59657,7
2019-09-06,2019-09-06,FDX,0.5939,8
2019-09-06,2019-09-06,GM,0.59342,9
2019-09-06,2019-09-06,UAL,0.589623,10
2019-09-06,2019-09-06,JNJ,0.58477,11
2019-09-06,2019-09-06,T,0.584544,12
2019-09-06,2019-09-06,AVGO,0.583766,13
2019-09-06,2019-09-06,KKR,0.581986,14
2019-09-06,2019-09-06,AXP,0.580995,15
2019-09-13,2019-09-13,NVDA,0.645749,1
2019-09-13,2019-09-13,MSFT,0.598114,2
2019-09-13,2019-09-13,FDX,0.593856,3
2019-09-13,2019-09-13,PG,0.593537,4
2019-09-13,2019-09-13,PEP,0.59293,5
2019-09-13,2019-09-13,IBM,0.589012,6
2019-09-13,2019-09-13,ANET,0.587997,7
2019-09-13,2019-09-13,NFLX,0.584228,8
2019-09-13,2019-09-13,COST,0.581175,9
2019-09-13,2019-09-13,WMT,0.574094,10
2019-09-13,2019-09-13,UAL,0.57402,11
2019-09-13,2019-09-13,AXP,0.573879,12
2019-09-13,2019-09-13,JNJ,0.571817,13
2019-09-13,2019-09-13,PFE,0.571801,14
2019-09-13,2019-09-13,BN,0.564519,15
2019-09-20,2019-09-20,GE,0.590862,1
2019-09-20,2019-09-20,NVDA,0.586274,2
2019-09-20,2019-09-20,MSFT,0.578277,3
2019-09-20,2019-09-20,PG,0.572861,4
2019-09-20,2019-09-20,NFLX,0.570746,5
2019-09-20,2019-09-20,BKR,0.568747,6
2019-09-20,2019-09-20,UAL,0.564856,7
2019-09-20,2019-09-20,PEP,0.56135,8
2019-09-20,2019-09-20,AXP,0.561115,9
2019-09-20,2019-09-20,MELI,0.555798,10
2019-09-20,2019-09-20,IBM,0.555305,11
2019-09-20,2019-09-20,RJF,0.55279,12
2019-09-20,2019-09-20,AVGO,0.551295,13
2019-09-27,2019-09-27,NVDA,0.605254,1
2019-09-27,2019-09-27,MSFT,0.602383,2
2019-09-27,2019-09-27,META,0.597745,3
2019-09-27,2019-09-27,FDX,0.595673,4
2019-09-27,2019-09-27,MU,0.593949,5
2019-09-27,2019-09-27,PEP,0.589728,6
2019-09-27,2019-09-27,AVGO,0.588545,7
2019-09-27,2019-09-27,NFLX,0.587553,8
2019-09-27,2019-09-27,AAPL,0.580989,9
2019-09-27,2019-09-27,AXP,0.580289,10
2019-09-27,2019-09-27,IBM,0.57931,11
2019-09-27,2019-09-27,BKR,0.576824,12
2019-09-27,2019-09-27,AMD,0.574255,13
2019-09-27,2019-09-27,COST,0.574225,14
2019-09-27,2019-09-27,T,0.572571,15
2019-10-04,2019-10-04,GEF,0.625489,1
2019-10-04,2019-10-04,GE,0.6073,2
2019-10-04,2019-10-04,NVDA,0.60257,3
2019-10-04,2019-10-04,RJF,0.597983,4
2019-10-04,2019-10-04,FDX,0.597364,5
2019-10-04,2019-10-04,AAPL,0.595712,6
2019-10-04,2019-10-04,SCHW,0.595487,7
2019-10-04,2019-10-04,AXP,0.595085,8
2019-10-04,2019-10-04,NFLX,0.593566,9
2019-10-04,2019-10-04,IBKR,0.584202,10
2019-10-04,2019-10-04,APO,0.577893,11
2019-10-04,2019-10-04,UAL,0.575869,12
2019-10-04,2019-10-04,PG,0.570913,13
2019-10-04,2019-10-04,GOOG,0.569995,14
2019-10-04,2019-10-04,IBM,0.568589,15
2019-10-11,2019-10-11,NVDA,0.66012,1
2019-10-11,2019-10-11,AXP,0.599557,2
2019-10-11,2019-10-11,AAPL,0.593703,3
2019-10-11,2019-10-11,FDX,0.590425,4
2019-10-11,2019-10-11,COST,0.587902,5
2019-10-11,2019-10-11,NFLX,0.585894,6
2019-10-11,2019-10-11,GEF,0.580977,7
2019-10-11,2019-10-11,HON,0.578552,8
2019-10-11,2019-10-11,BN,0.575909,9
2019-10-11,2019-10-11,AMD,0.575211,10
2019-10-11,2019-10-11,PG,0.574912,11
2019-10-11,2019-10-11,GOOG,0.57371,12
2019-10-11,2019-10-11,ANET,0.569533,13
2019-10-11,2019-10-11,KKR,0.569306,14
2019-10-11,2019-10-11,UAL,0.56605,15
2019-10-18,2019-10-18,NVDA,0.634158,1
2019-10-18,2019-10-18,FDX,0.602477,2
2019-10-18,2019-10-18,SCHW,0.600201,3
2019-10-18,2019-10-18,COST,0.599382,4
2019-10-18,2019-10-18,AAPL,0.592947,5
2019-10-18,2019-10-18,AMD,0.590463,6
2019-10-18,2019-10-18,ANET,0.583905,7
2019-10-18,2019-10-18,GEF,0.578677,8
2019-10-18,2019-10-18,PG,0.577461,9
2019-10-18,2019-10-18,PEP,0.577145,10
2019-10-18,2019-10-18,MELI,0.576839,11
2019-10-18,2019-10-18,UAL,0.576832,12
2019-10-18,2019-10-18,GM,0.574839,13
2019-10-18,2019-10-18,IBKR,0.570633,14
2019-10-18,2019-10-18,APO,0.569284,15
2019-10-25,2019-10-25,NVDA,0.623828,1
2019-10-25,2019-10-25,FDX,0.612627,2
2019-10-25,2019-10-25,PEP,0.587545,3
2019-10-25,2019-10-25,IBM,0.587489,4
2019-10-25,2019-10-25,COST,0.586543,5
2019-10-25,2019-10-25,GOOG,0.582666,6
2019-10-25,2019-10-25,JNJ,0.581143,7
2019-10-25,2019-10-25,SCHW,0.578773,8
2019-10-25,2019-10-25,MELI,0.578427,9
2019-10-25,2019-10-25,AAPL,0.578,10
2019-10-25,2019-10-25,RJF,0.577953,11
2019-10-25,2019-10-25,BA,0.577807,12
2019-10-25,2019-10-25,PG,0.577663,13
2019-10-25,2019-10-25,AMD,0.573857,14
2019-10-25,2019-10-25,SYF,0.573771,15
2019-11-01,2019-11-01,NVDA,0.626835,1
2019-11-01,2019-11-01,ANET,0.613241,2
2019-11-01,2019-11-01,GM,0.60656,3
2019-11-01,2019-11-01,SCHW,0.606421,4
2019-11-01,2019-11-01,FDX,0.604929,5
2019-11-01,2019-11-01,GOOG,0.601413,6
2019-11-01,2019-11-01,MSFT,0.598567,7
2019-11-01,2019-11-01,PEP,0.594559,8
2019-11-01,2019-11-01,COST,0.593098,9
2019-11-01,2019-11-01,HON,0.591948,10
2019-11-01,2019-11-01,IBM,0.585877,11
2019-11-01,2019-11-01,CRM,0.585492,12
2019-11-01,2019-11-01,PFE,0.584448,13
2019-11-01,2019-11-01,PG,0.582942,14
2019-11-01,2019-11-01,NFLX,0.580464,15
2019-11-08,2019-11-08,NVDA,0.626355,1
2019-11-08,2019-11-08,PEP,0.61577,2
2019-11-08,2019-11-08,GOOG,0.601002,3
2019-11-08,2019-11-08,MSFT,0.592,4
2019-11-08,2019-11-08,GM,0.590802,5
2019-11-08,2019-11-08,COST,0.587989,6
2019-11-08,2019-11-08,FDX,0.58522,7
2019-11-08,2019-11-08,AXP,0.577248,8
2019-11-08,2019-11-08,ANET,0.576983,9
2019-11-08,2019-11-08,AMGN,0.576502,10
2019-11-08,2019-11-08,APO,0.575426,11
2019-11-08,2019-11-08,BN,0.572873,12
2019-11-08,2019-11-08,PG,0.570121,13
2019-11-08,2019-11-08,CSCO,0.568231,14
2019-11-08,2019-11-08,UAL,0.56779,15
2019-11-15,2019-11-15,ANET,0.660292,1
2019-11-15,2019-11-15,MSFT,0.623822,2
2019-11-15,2019-11-15,BKNG,0.61402,3
2019-11-15,2019-11-15,MELI,0.589561,4
2019-11-15,2019-11-15,GOOG,0.589223,5
2019-11-15,2019-11-15,NVDA,0.576984,6
2019-11-15,2019-11-15,COST,0.576702,7
2019-11-15,2019-11-15,PEP,0.573976,8
2019-11-15,2019-11-15,UAL,0.57296,9
2019-11-15,2019-11-15,BKR,0.572151,10
2019-11-15,2019-11-15,FDX,0.572023,11
2019-11-15,2019-11-15,PG,0.570088,12
2019-11-15,2019-11-15,BN,0.568989,13
2019-11-15,2019-11-15,MU,0.566934,14
2019-11-15,2019-11-15,CRM,0.564811,15
2019-11-22,2019-11-22,ANET,0.66459,1
2019-11-22,2019-11-22,AAPL,0.611271,2
2019-11-22,2019-11-22,MSFT,0.605996,3
2019-11-22,2019-11-22,MU,0.597175,4
2019-11-22,2019-11-22,FDX,0.595995,5
2019-11-22,2019-11-22,MELI,0.594085,6
2019-11-22,2019-11-22,COST,0.592817,7
2019-11-22,2019-11-22,GOOG,0.590855,8
2019-11-22,2019-11-22,JNJ,0.579754,9
2019-11-22,2019-11-22,IBM,0.578891,10
2019-11-22,2019-11-22,NFLX,0.577153,11
2019-11-22,2019-11-22,UAL,0.57605,12
2019-11-22,2019-11-22,PEP,0.573805,13
2019-11-22,2019-11-22,PFE,0.571535,14
2019-11-22,2019-11-22,META,0.570708,15
2019-11-29,2019-11-29,ANET,0.655762,1
2019-11-29,2019-11-29,T,0.594424,2
2019-11-29,2019-11-29,AAPL,0.586894,3
2019-11-29,2019-11-29,MELI,0.585532,4
2019-11-29,2019-11-29,AXP,0.5853,5
2019-11-29,2019-11-29,UAL,0.580596,6
2019-11-29,2019-11-29,GOOG,0.57551,7
2019-11-29,2019-11-29,JNJ,0.57297,8
2019-11-29,2019-11-29,ORCL,0.568946,9
2019-11-29,2019-11-29,NVDA,0.567408,10
2019-11-29,2019-11-29,FDX,0.565788,11
2019-11-29,2019-11-29,AMGN,0.565372,12
2019-11-29,2019-11-29,META,0.564967,13
2019-11-29,2019-11-29,V,0.561046,14
2019-11-29,2019-11-29,CRM,0.559791,15
2019-12-06,2019-12-06,ANET,0.647571,1
2019-12-06,2019-12-06,MSFT,0.608606,2
2019-12-06,2019-12-06,MELI,0.606668,3
2019-12-06,2019-12-06,ORCL,0.605237,4
2019-12-06,2019-12-06,AAPL,0.589915,5
2019-12-06,2019-12-06,PEP,0.583344,6
2019-12-06,2019-12-06,GOOG,0.582983,7
2019-12-06,2019-12-06,NVDA,0.576063,8
2019-12-06,2019-12-06,CSCO,0.574701,9
2019-12-06,2019-12-06,T,0.574453,10
2019-12-06,2019-12-06,UAL,0.572794,11
2019-12-06,2019-12-06,META,0.571491,12
2019-12-06,2019-12-06,BKNG,0.570605,13
2019-12-06,2019-12-06,WMT,0.56978,14
2019-12-06,2019-12-06,NFLX,0.567406,15
2019-12-13,2019-12-13,AAPL,0.640928,1
2019-12-13,2019-12-13,NVDA,0.618608,2
2019-12-13,2019-12-13,KDP,0.610131,3
2019-12-13,2019-12-13,PEP,0.607924,4
2019-12-13,2019-12-13,ANET,0.606633,5
2019-12-13,2019-12-13,MELI,0.602344,6
2019-12-13,2019-12-13,BKR,0.602179,7
2019-12-13,2019-12-13,AXP,0.592856,8
2019-12-13,2019-12-13,JNJ,0.588305,9
2019-12-13,2019-12-13,PFE,0.580612,10
2019-12-13,2019-12-13,CSCO,0.580478,11
2019-12-13,2019-12-13,FDX,0.57962,12
2019-12-13,2019-12-13,UAL,0.575846,13
2019-12-13,2019-12-13,MSFT,0.569841,14
2019-12-13,2019-12-13,BN,0.566806,15
2019-12-20,2019-12-20,AAPL,0.624223,1
2019-12-20,2019-12-20,MELI,0.598265,2
2019-12-20,2019-12-20,AXP,0.593006,3
2019-12-20,2019-12-20,PEP,0.59192,4
2019-12-20,2019-12-20,PG,0.580898,5
2019-12-20,2019-12-20,COST,0.579663,6
2019-12-20,2019-12-20,NVDA,0.572229,7
2019-12-20,2019-12-20,ANET,0.57195,8
2019-12-20,2019-12-20,BKR,0.565124,9
2019-12-20,2019-12-20,KDP,0.564212,10
2019-12-20,2019-12-20,BN,0.564036,11
2019-12-20,2019-12-20,WMT,0.562361,12
2019-12-20,2019-12-20,PFE,0.561622,13
2019-12-20,2019-12-20,BKNG,0.557624,14
2019-12-20,2019-12-20,KO,0.556664,15
2019-12-27,2019-12-27,ANET,0.619076,1
2019-12-27,2019-12-27,AAPL,0.607348,2
2019-12-27,2019-12-27,AXP,0.596274,3
2019-12-27,2019-12-27,GOOG,0.594508,4
2019-12-27,2019-12-27,PEP,0.590456,5
2019-12-27,2019-12-27,COST,0.589643,6
2019-12-27,2019-12-27,MELI,0.587518,7
2019-12-27,2019-12-27,SYF,0.585448,8
2019-12-27,2019-12-27,PG,0.579584,9
2019-12-27,2019-12-27,META,0.574782,10
2019-12-27,2019-12-27,V,0.571709,11
2019-12-27,2019-12-27,BKNG,0.570217,12
2019-12-27,2019-12-27,WMT,0.559049,13
2019-12-27,2019-12-27,KDP,0.553916,14
2019-12-27,2019-12-27,FDX,0.552955,15
2020-01-03,2020-01-03,SCHW,0.644286,1
2020-01-03,2020-01-03,AAPL,0.628787,2
2020-01-03,2020-01-03,SYF,0.6152,3
2020-01-03,2020-01-03,AXP,0.613877,4
2020-01-03,2020-01-03,MELI,0.611476,5
2020-01-03,2020-01-03,NVDA,0.610555,6
2020-01-03,2020-01-03,ANET,0.60549,7
2020-01-03,2020-01-03,UAL,0.596044,8
2020-01-03,2020-01-03,COST,0.595853,9
2020-01-03,2020-01-03,JNJ,0.593037,10
2020-01-03,2020-01-03,AMGN,0.585637,11
2020-01-03,2020-01-03,GOOG,0.583881,12
2020-01-03,2020-01-03,BN,0.580534,13
2020-01-03,2020-01-03,HON,0.575678,14
2020-01-03,2020-01-03,META,0.569499,15
2020-01-10,2020-01-10,AAPL,0.628823,1
2020-01-10,2020-01-10,AXP,0.612591,2
2020-01-10,2020-01-10,NVDA,0.611908,3
2020-01-10,2020-01-10,WMT,0.606664,4
2020-01-10,2020-01-10,BKNG,0.604317,5
2020-01-10,2020-01-10,ANET,0.602241,6
2020-01-10,2020-01-10,PG,0.595163,7
2020-01-10,2020-01-10,UAL,0.592951,8
2020-01-10,2020-01-10,JNJ,0.589369,9
2020-01-10,2020-01-10,COST,0.586952,10
2020-01-10,2020-01-10,GM,0.581354,11
2020-01-10,2020-01-10,V,0.58099,12
2020-01-10,2020-01-10,MELI,0.578235,13
2020-01-10,2020-01-10,IBM,0.578186,14
2020-01-10,2020-01-10,CVS,0.576465,15
2020-01-17,2020-01-17,AAPL,0.612878,1
2020-01-17,2020-01-17,AXP,0.606064,2
2020-01-17,2020-01-17,PEP,0.593002,3
2020-01-17,2020-01-17,WMT,0.590671,4
2020-01-17,2020-01-17,HON,0.590359,5
2020-01-17,2020-01-17,MELI,0.589258,6
2020-01-17,2020-01-17,UAL,0.581314,7
2020-01-17,2020-01-17,IBM,0.580446,8
2020-01-17,2020-01-17,BKR,0.580151,9
2020-01-17,2020-01-17,JNJ,0.57628,10
2020-01-17,2020-01-17,T,0.571045,11
2020-01-17,2020-01-17,BKNG,0.569124,12
2020-01-17,2020-01-17,BN,0.568582,13
2020-01-17,2020-01-17,NVDA,0.568156,14
2020-01-17,2020-01-17,KO,0.567523,15
2020-01-24,2020-01-24,AAPL,0.626082,1
2020-01-24,2020-01-24,UAL,0.61937,2
2020-01-24,2020-01-24,AMGN,0.603773,3
2020-01-24,2020-01-24,BKNG,0.600261,4
2020-01-24,2020-01-24,COST,0.577307,5
2020-01-24,2020-01-24,WMT,0.575309,6
2020-01-24,2020-01-24,MELI,0.573127,7
2020-01-24,2020-01-24,T,0.572993,8
2020-01-24,2020-01-24,BN,0.571957,9
2020-01-24,2020-01-24,PEP,0.571279,10
2020-01-24,2020-01-24,IBM,0.567842,11
2020-01-24,2020-01-24,FDX,0.566127,12
2020-01-24,2020-01-24,PG,0.564562,13
2020-01-24,2020-01-24,HON,0.561666,14
2020-01-24,2020-01-24,AXP,0.556602,15
2020-01-31,2020-01-31,BKNG,0.685299,1
2020-01-31,2020-01-31,AMGN,0.672223,2
2020-01-31,2020-01-31,UAL,0.637708,3
2020-01-31,2020-01-31,AAPL,0.616821,4
2020-01-31,2020-01-31,GOOG,0.601616,5
2020-01-31,2020-01-31,COST,0.593517,6
2020-01-31,2020-01-31,MELI,0.592211,7
2020-01-31,2020-01-31,FDX,0.591732,8
2020-01-31,2020-01-31,BN,0.59048,9
2020-01-31,2020-01-31,IBM,0.590406,10
2020-01-31,2020-01-31,AXP,0.58907,11
2020-01-31,2020-01-31,PEP,0.570178,12
2020-01-31,2020-01-31,NFLX,0.570043,13
2020-01-31,2020-01-31,RJF,0.568349,14
2020-01-31,2020-01-31,F,0.56821,15
2020-02-07,2020-02-07,COST,0.618716,1
2020-02-07,2020-02-07,MELI,0.612346,2
2020-02-07,2020-02-07,PEP,0.602629,3
2020-02-07,2020-02-07,BN,0.597789,4
2020-02-07,2020-02-07,AXP,0.58828,5
2020-02-07,2020-02-07,CVS,0.587545,6
2020-02-07,2020-02-07,AAPL,0.580338,7
2020-02-07,2020-02-07,GOOG,0.579559,8
2020-02-07,2020-02-07,FDX,0.577263,9
2020-02-07,2020-02-07,AMGN,0.575069,10
2020-02-07,2020-02-07,BKNG,0.573322,11
2020-02-07,2020-02-07,BA,0.566333,12
2020-02-07,2020-02-07,UAL,0.562685,13
2020-02-07,2020-02-07,SCHW,0.561185,14
2020-02-07,2020-02-07,PFE,0.559165,15
2020-02-14,2020-02-14,BKNG,0.621007,1
2020-02-14,2020-02-14,NVDA,0.593963,2
2020-02-14,2020-02-14,AXP,0.592819,3
2020-02-14,2020-02-14,FDX,0.589779,4
2020-02-14,2020-02-14,PFE,0.588614,5
2020-02-14,2020-02-14,COST,0.577572,6
2020-02-14,2020-02-14,PG,0.575,7
2020-02-14,2020-02-14,MELI,0.567909,8
2020-02-14,2020-02-14,UAL,0.567263,9
2020-02-14,2020-02-14,AVGO,0.565458,10
2020-02-14,2020-02-14,JNJ,0.562159,11
2020-02-14,2020-02-14,AMGN,0.561779,12
2020-02-14,2020-02-14,CVS,0.556872,13
2020-02-14,2020-02-14,MU,0.554944,14
2020-02-14,2020-02-14,SCHW,0.55367,15
2020-02-21,2020-02-21,NVDA,0.614374,1
2020-02-21,2020-02-21,FDX,0.591439,2
2020-02-21,2020-02-21,BKNG,0.591058,3
2020-02-21,2020-02-21,AXP,0.584918,4
2020-02-21,2020-02-21,MELI,0.575845,5
2020-02-21,2020-02-21,COST,0.568925,6
2020-02-21,2020-02-21,PG,0.567378,7
2020-02-21,2020-02-21,GOOG,0.566464,8
2020-02-21,2020-02-21,IBM,0.566244,9
2020-02-21,2020-02-21,AMGN,0.565859,10
2020-02-21,2020-02-21,PEP,0.565131,11
2020-02-21,2020-02-21,CVS,0.561298,12
2020-02-21,2020-02-21,UAL,0.560101,13
2020-02-21,2020-02-21,T,0.558306,14
2020-02-28,2020-02-28,JNJ,0.738391,1
2020-02-28,2020-02-28,PEP,0.688731,2
2020-02-28,2020-02-28,T,0.68607,3
2020-02-28,2020-02-28,PFE,0.676962,4
2020-02-28,2020-02-28,COST,0.661997,5
2020-02-28,2020-02-28,KO,0.64881,6
2020-02-28,2020-02-28,BA,0.644056,7
2020-02-28,2020-02-28,IBM,0.642721,8
2020-02-28,2020-02-28,PG,0.636156,9
2020-02-28,2020-02-28,WMT,0.625078,10
2020-02-28,2020-02-28,BKR,0.623315,11
2020-02-28,2020-02-28,UAL,0.615093,12
2020-02-28,2020-02-28,AMGN,0.60171,13
2020-02-28,2020-02-28,ORCL,0.594092,14
2020-02-28,2020-02-28,AXP,0.584522,15
2020-03-06,2020-03-06,UAL,0.641782,1
2020-03-06,2020-03-06,SCHW,0.604469,2
2020-03-06,2020-03-06,PG,0.581256,3
2020-03-06,2020-03-06,JNJ,0.580245,4
2020-03-06,2020-03-06,BN,0.574175,5
2020-03-06,2020-03-06,PEP,0.568953,6
2020-03-06,2020-03-06,FDX,0.568391,7
2020-03-06,2020-03-06,BA,0.567687,8
2020-03-06,2020-03-06,APO,0.5627,9
2020-03-06,2020-03-06,IBKR,0.561875,10
2020-03-06,2020-03-06,SYF,0.555009,11
2020-03-06,2020-03-06,META,0.554189,12
2020-03-06,2020-03-06,IBM,0.552795,13
2020-03-13,2020-03-13,BKR,0.692136,1
2020-03-13,2020-03-13,UAL,0.6482,2
2020-03-13,2020-03-13,GEF,0.633312,3
2020-03-13,2020-03-13,BA,0.622918,4
2020-03-13,2020-03-13,FDX,0.60962,5
2020-03-13,2020-03-13,GM,0.600548,6
2020-03-13,2020-03-13,GE,0.597778,7
2020-03-13,2020-03-13,MU,0.591798,8
2020-03-13,2020-03-13,SYF,0.562435,9
2020-03-13,2020-03-13,NVDA,0.560875,10
2020-03-13,2020-03-13,AMD,0.557199,11
2020-03-13,2020-03-13,KDP,0.555484,12
2020-03-13,2020-03-13,IBM,0.553741,13
2020-03-20,2020-03-20,RJF,0.794882,1
2020-03-20,2020-03-20,SYF,0.788195,2
2020-03-20,2020-03-20,HON,0.782451,3
2020-03-20,2020-03-20,BKR,0.782098,4
2020-03-20,2020-03-20,SCHW,0.766756,5
2020-03-20,2020-03-20,BA,0.76593,6
2020-03-20,2020-03-20,INTC,0.756362,7
2020-03-20,2020-03-20,APO,0.751935,8
2020-03-20,2020-03-20,AXP,0.748899,9
2020-03-20,2020-03-20,GE,0.748495,10
2020-03-20,2020-03-20,GEF,0.74533,11
2020-03-20,2020-03-20,MELI,0.742443,12
2020-03-20,2020-03-20,MU,0.740021,13
2020-03-20,2020-03-20,AVGO,0.739605,14
2020-03-20,2020-03-20,KKR,0.720088,15
2020-03-27,2020-03-27,RJF,0.754261,1
2020-03-27,2020-03-27,MELI,0.688643,2
2020-03-27,2020-03-27,BN,0.681672,3
2020-03-27,2020-03-27,META,0.666743,4
2020-03-27,2020-03-27,T,0.652642,5
2020-03-27,2020-03-27,IBKR,0.6349,6
2020-03-27,2020-03-27,NFLX,0.620438,7
2020-03-27,2020-03-27,GOOG,0.619319,8
2020-03-27,2020-03-27,CVS,0.615578,9
2020-03-27,2020-03-27,PG,0.608652,10
2020-03-27,2020-03-27,SCHW,0.607435,11
2020-03-27,2020-03-27,KDP,0.606463,12
2020-03-27,2020-03-27,IBM,0.590506,13
2020-03-27,2020-03-27,CRM,0.588643,14
2020-03-27,2020-03-27,AMGN,0.587183,15
2020-04-03,2020-04-03,BKR,0.813477,1
2020-04-03,2020-04-03,SYF,0.805263,2
2020-04-03,2020-04-03,GM,0.799751,3
2020-04-03,2020-04-03,RJF,0.791401,4
2020-04-03,2020-04-03,AXP,0.790242,5
2020-04-03,2020-04-03,GE,0.775,6
2020-04-03,2020-04-03,UAL,0.764269,7
2020-04-03,2020-04-03,BA,0.756371,8
2020-04-03,2020-04-03,APO,0.749842,9
2020-04-03,2020-04-03,F,0.720869,10
2020-04-03,2020-04-03,HON,0.716724,11
2020-04-03,2020-04-03,KKR,0.702482,12
2020-04-03,2020-04-03,T,0.698828,13
2020-04-03,2020-04-03,BKNG,0.69659,14
2020-04-03,2020-04-03,MELI,0.683643,15
2020-04-09,2020-04-09,GE,0.655599,1
2020-04-09,2020-04-09,NVDA,0.64873,2
2020-04-09,2020-04-09,CSCO,0.638636,3
2020-04-09,2020-04-09,INTC,0.637585,4
2020-04-09,2020-04-09,AMGN,0.61686,5
2020-04-09,2020-04-09,PG,0.61183,6
2020-04-09,2020-04-09,FDX,0.609658,7
2020-04-09,2020-04-09,WMT,0.60445,8
2020-04-09,2020-04-09,IBKR,0.601512,9
2020-04-09,2020-04-09,ORCL,0.59393,10
2020-04-09,2020-04-09,CVS,0.591146,11
2020-04-09,2020-04-09,GEF,0.590806,12
2020-04-09,2020-04-09,JNJ,0.587523,13
2020-04-09,2020-04-09,AVGO,0.586373,14
2020-04-09,2020-04-09,PFE,0.584254,15
2020-04-17,2020-04-17,SYF,0.713092,1
2020-04-17,2020-04-17,BKR,0.699777,2
2020-04-17,2020-04-17,APO,0.683874,3
2020-04-17,2020-04-17,RJF,0.669671,4
2020-04-17,2020-04-17,GEF,0.653664,5
2020-04-17,2020-04-17,CVS,0.641556,6
2020-04-17,2020-04-17,CSCO,0.628597,7
2020-04-17,2020-04-17,F,0.619191,8
2020-04-17,2020-04-17,FDX,0.613538,9
2020-04-17,2020-04-17,BKNG,0.612968,10
2020-04-17,2020-04-17,IBKR,0.611176,11
2020-04-17,2020-04-17,META,0.610565,12
2020-04-17,2020-04-17,PFE,0.607599,13
2020-04-17,2020-04-17,AVGO,0.603808,14
2020-04-17,2020-04-17,ANET,0.599575,15
2020-04-24,2020-04-24,BKR,0.768024,1
2020-04-24,2020-04-24,GE,0.763449,2
2020-04-24,2020-04-24,BA,0.728098,3
2020-04-24,2020-04-24,UAL,0.720708,4
2020-04-24,2020-04-24,GM,0.699684,5
2020-04-24,2020-04-24,AXP,0.688076,6
2020-04-24,2020-04-24,MELI,0.687452,7
2020-04-24,2020-04-24,APO,0.674839,8
2020-04-24,2020-04-24,GEF,0.669884,9
2020-04-24,2020-04-24,RJF,0.652546,10
2020-04-24,2020-04-24,BKNG,0.634538,11
2020-04-24,2020-04-24,NVDA,0.628087,12
2020-04-24,2020-04-24,AVGO,0.627333,13
2020-04-24,2020-04-24,F,0.624267,14
2020-04-24,2020-04-24,IBKR,0.622095,15
2020-05-01,2020-05-01,BKR,0.788228,1
2020-05-01,2020-05-01,RJF,0.709493,2
2020-05-01,2020-05-01,GE,0.702791,3
2020-05-01,2020-05-01,GM,0.701591,4
2020-05-01,2020-05-01,F,0.686478,5
2020-05-01,2020-05-01,AXP,0.660173,6
2020-05-01,2020-05-01,NVDA,0.654944,7
2020-05-01,2020-05-01,AVGO,0.636618,8
2020-05-01,2020-05-01,MU,0.63118,9
