rebalance_date,data_date,ticker,score,rank
2017-09-08,2017-09-08,UAL,0.59537,9
2017-09-08,2017-09-08,CRM,0.59145,10
2017-09-08,2017-09-08,IBKR,0.590581,11
2017-09-08,2017-09-08,GE,0.583783,12
2017-09-08,2017-09-08,T,0.58068,13
2017-09-08,2017-09-08,GM,0.579328,14
2017-09-08,2017-09-08,V,0.577859,15
2017-09-15,2017-09-15,NVDA,0.644286,1
2017-09-15,2017-09-15,HON,0.598398,2
2017-09-15,2017-09-15,BN,0.596251,3
2017-09-15,2017-09-15,AXP,0.595344,4
2017-09-15,2017-09-15,IBKR,0.595283,5
2017-09-15,2017-09-15,CRM,0.579456,6
2017-09-15,2017-09-15,AMGN,0.579241,7
2017-09-15,2017-09-15,BKNG,0.57717,8
2017-09-15,2017-09-15,COST,0.570765,9
2017-09-15,2017-09-15,MSFT,0.570523,10
2017-09-15,2017-09-15,MELI,0.570038,11
2017-09-15,2017-09-15,AMD,0.569155,12
2017-09-15,2017-09-15,FDX,0.56754,13
2017-09-15,2017-09-15,CSCO,0.566027,14
2017-09-15,2017-09-15,NFLX,0.564334,15
2017-09-22,2017-09-22,PEP,0.701503,1
2017-09-22,2017-09-22,NVDA,0.620918,2
2017-09-22,2017-09-22,GE,0.605578,3
2017-09-22,2017-09-22,FDX,0.604302,4
2017-09-22,2017-09-22,AXP,0.602263,5
2017-09-22,2017-09-22,HON,0.600548,6
2017-09-22,2017-09-22,RJF,0.593634,7
2017-09-22,2017-09-22,CRM,0.590721,8
2017-09-22,2017-09-22,MSFT,0.588052,9
2017-09-22,2017-09-22,INTC,0.588043,10
2017-09-22,2017-09-22,IBKR,0.586834,11
2017-09-22,2017-09-22,CSCO,0.585645,12
2017-09-22,2017-09-22,ORCL,0.584302,13
2017-09-22,2017-09-22,AMGN,0.583756,14
2017-09-22,2017-09-22,MELI,0.58268,15
2017-09-29,2017-09-29,KO,0.690775,1
2017-09-29,2017-09-29,PEP,0.644771,2
2017-09-29,2017-09-29,MELI,0.642471,3
2017-09-29,2017-09-29,AXP,0.613668,4
2017-09-29,2017-09-29,PG,0.611711,5
2017-09-29,2017-09-29,NVDA,0.610762,6
2017-09-29,2017-09-29,CRM,0.607877,7
2017-09-29,2017-09-29,AMGN,0.603664,8
2017-09-29,2017-09-29,COST,0.601531,9
2017-09-29,2017-09-29,BA,0.598637,10
2017-09-29,2017-09-29,HON,0.592947,11
2017-09-29,2017-09-29,FDX,0.58524,12
2017-09-29,2017-09-29,WMT,0.58228,13
2017-09-29,2017-09-29,GOOG,0.578796,14
2017-09-29,2017-09-29,MSFT,0.576187,15
2017-10-06,2017-10-06,KO,0.655564,1
2017-10-06,2017-10-06,PEP,0.640077,2
2017-10-06,2017-10-06,MELI,0.630955,3
2017-10-06,2017-10-06,CVS,0.62923,4
2017-10-06,2017-10-06,UAL,0.624783,5
2017-10-06,2017-10-06,KDP,0.605219,6
2017-10-06,2017-10-06,NVDA,0.600598,7
2017-10-06,2017-10-06,FDX,0.597781,8
2017-10-06,2017-10-06,AMGN,0.593636,9
2017-10-06,2017-10-06,BN,0.591073,10
2017-10-06,2017-10-06,WMT,0.59065,11
2017-10-06,2017-10-06,PFE,0.584707,12
2017-10-06,2017-10-06,BA,0.583689,13
2017-10-06,2017-10-06,PG,0.582632,14
2017-10-06,2017-10-06,AXP,0.581255,15
2017-10-13,2017-10-13,CVS,0.656556,1
2017-10-13,2017-10-13,UAL,0.652666,2
2017-10-13,2017-10-13,KO,0.621807,3
2017-10-13,2017-10-13,GE,0.621584,4
2017-10-13,2017-10-13,BKR,0.617566,5
2017-10-13,2017-10-13,PEP,0.616503,6
2017-10-13,2017-10-13,MSFT,0.615125,7
2017-10-13,2017-10-13,HON,0.609917,8
2017-10-13,2017-10-13,JNJ,0.604749,9
2017-10-13,2017-10-13,V,0.600395,10
2017-10-13,2017-10-13,FDX,0.593874,11
2017-10-13,2017-10-13,AXP,0.586689,12
2017-10-13,2017-10-13,CRM,0.579252,13
2017-10-13,2017-10-13,GOOG,0.575165,14
2017-10-13,2017-10-13,CSCO,0.575007,15
2017-10-20,2017-10-20,MELI,0.619871,1
2017-10-20,2017-10-20,AXP,0.612751,2
2017-10-20,2017-10-20,JNJ,0.606018,3
2017-10-20,2017-10-20,MSFT,0.595591,4
2017-10-20,2017-10-20,NVDA,0.591234,5
2017-10-20,2017-10-20,HON,0.5902,6
2017-10-20,2017-10-20,PEP,0.589277,7
2017-10-20,2017-10-20,AAPL,0.583343,8
2017-10-20,2017-10-20,FDX,0.581902,9
2017-10-20,2017-10-20,V,0.575065,10
2017-10-20,2017-10-20,GE,0.573159,11
2017-10-20,2017-10-20,CRM,0.572093,12
2017-10-20,2017-10-20,F,0.570353,13
2017-10-20,2017-10-20,BA,0.569788,14
2017-10-20,2017-10-20,PFE,0.565622,15
2017-10-27,2017-10-27,GE,0.667961,1
2017-10-27,2017-10-27,NVDA,0.603485,2
2017-10-27,2017-10-27,BA,0.601223,3
2017-10-27,2017-10-27,CRM,0.599083,4
2017-10-27,2017-10-27,PEP,0.594091,5
2017-10-27,2017-10-27,T,0.592149,6
2017-10-27,2017-10-27,IBM,0.588577,7
2017-10-27,2017-10-27,MELI,0.588107,8
2017-10-27,2017-10-27,AAPL,0.585579,9
2017-10-27,2017-10-27,FDX,0.583149,10
2017-10-27,2017-10-27,PFE,0.582287,11
2017-10-27,2017-10-27,V,0.582076,12
2017-10-27,2017-10-27,BN,0.580638,13
2017-10-27,2017-10-27,AMGN,0.580485,14
2017-10-27,2017-10-27,AXP,0.577438,15
2017-11-03,2017-11-03,PEP,0.622822,1
2017-11-03,2017-11-03,T,0.619559,2
2017-11-03,2017-11-03,BA,0.616626,3
2017-11-03,2017-11-03,KO,0.609993,4
2017-11-03,2017-11-03,NVDA,0.607314,5
2017-11-03,2017-11-03,GE,0.606234,6
2017-11-03,2017-11-03,GM,0.605723,7
2017-11-03,2017-11-03,HON,0.594418,8
2017-11-03,2017-11-03,AMGN,0.589239,9
2017-11-03,2017-11-03,JNJ,0.588829,10
2017-11-03,2017-11-03,CRM,0.583121,11
2017-11-03,2017-11-03,IBM,0.581934,12
2017-11-03,2017-11-03,AXP,0.579799,13
2017-11-03,2017-11-03,AAPL,0.576561,14
2017-11-03,2017-11-03,BN,0.57527,15
2017-11-10,2017-11-10,IBM,0.671129,1
2017-11-10,2017-11-10,AMGN,0.645524,2
2017-11-10,2017-11-10,PFE,0.603416,3
2017-11-10,2017-11-10,AAPL,0.599189,4
2017-11-10,2017-11-10,COST,0.591491,5
2017-11-10,2017-11-10,JNJ,0.589061,6
2017-11-10,2017-11-10,BKNG,0.588531,7
2017-11-10,2017-11-10,FDX,0.587739,8
2017-11-10,2017-11-10,PEP,0.581629,9
2017-11-10,2017-11-10,KO,0.58037,10
2017-11-10,2017-11-10,AXP,0.57901,11
2017-11-10,2017-11-10,META,0.577739,12
2017-11-10,2017-11-10,BA,0.577641,13
2017-11-10,2017-11-10,KKR,0.57422,14
2017-11-10,2017-11-10,GE,0.574201,15
2017-11-17,2017-11-17,HON,0.652957,1
2017-11-17,2017-11-17,GE,0.612164,2
2017-11-17,2017-11-17,MSFT,0.600345,3
2017-11-17,2017-11-17,BN,0.59695,4
2017-11-17,2017-11-17,AXP,0.596097,5
2017-11-17,2017-11-17,RJF,0.59484,6
2017-11-17,2017-11-17,BA,0.593476,7
2017-11-17,2017-11-17,AMGN,0.589735,8
2017-11-17,2017-11-17,IBM,0.587252,9
2017-11-17,2017-11-17,ORCL,0.584859,10
2017-11-17,2017-11-17,AAPL,0.583613,11
2017-11-17,2017-11-17,JNJ,0.583197,12
2017-11-17,2017-11-17,COST,0.580745,13
2017-11-17,2017-11-17,AMD,0.580578,14
2017-11-17,2017-11-17,F,0.579751,15
2017-11-24,2017-11-24,HON,0.667513,1
2017-11-24,2017-11-24,AXP,0.628028,2
2017-11-24,2017-11-24,KKR,0.619444,3
2017-11-24,2017-11-24,BA,0.605057,4
2017-11-24,2017-11-24,BN,0.59965,5
2017-11-24,2017-11-24,MSFT,0.592026,6
2017-11-24,2017-11-24,AAPL,0.588825,7
2017-11-24,2017-11-24,PEP,0.585098,8
2017-11-24,2017-11-24,COST,0.583358,9
2017-11-24,2017-11-24,RJF,0.581791,10
2017-11-24,2017-11-24,FDX,0.581325,11
2017-11-24,2017-11-24,V,0.576947,12
2017-11-24,2017-11-24,JNJ,0.576192,13
2017-11-24,2017-11-24,PFE,0.571984,14
2017-11-24,2017-11-24,KO,0.570675,15
2017-12-01,2017-12-01,BA,0.624651,1
2017-12-01,2017-12-01,GE,0.622648,2
2017-12-01,2017-12-01,AXP,0.609508,3
2017-12-01,2017-12-01,AMGN,0.593846,4
2017-12-01,2017-12-01,NVDA,0.58985,5
2017-12-01,2017-12-01,FDX,0.589444,6
2017-12-01,2017-12-01,CRM,0.588601,7
2017-12-01,2017-12-01,BN,0.579786,8
2017-12-01,2017-12-01,AAPL,0.574436,9
2017-12-01,2017-12-01,APO,0.573601,10
2017-12-01,2017-12-01,KKR,0.573281,11
2017-12-01,2017-12-01,V,0.572167,12
2017-12-01,2017-12-01,CVS,0.571586,13
2017-12-01,2017-12-01,UAL,0.56763,14
2017-12-01,2017-12-01,MSFT,0.566763,15
2017-12-08,2017-12-08,AMD,0.608591,1
2017-12-08,2017-12-08,BN,0.593827,2
2017-12-08,2017-12-08,KKR,0.586227,3
2017-12-08,2017-12-08,V,0.584162,4
2017-12-08,2017-12-08,MSFT,0.581392,5
2017-12-08,2017-12-08,AXP,0.576789,6
2017-12-08,2017-12-08,GOOG,0.576328,7
2017-12-08,2017-12-08,GE,0.575618,8
2017-12-08,2017-12-08,AMGN,0.573042,9
2017-12-08,2017-12-08,PFE,0.572629,10
2017-12-08,2017-12-08,MELI,0.572312,11
2017-12-08,2017-12-08,RJF,0.571941,12
2017-12-08,2017-12-08,IBM,0.570906,13
2017-12-08,2017-12-08,INTC,0.569303,14
2017-12-08,2017-12-08,JNJ,0.566647,15
2017-12-15,2017-12-15,GE,0.603961,1
2017-12-15,2017-12-15,PEP,0.595186,2
2017-12-15,2017-12-15,KKR,0.591401,3
2017-12-15,2017-12-15,AMGN,0.584639,4
2017-12-15,2017-12-15,AXP,0.580295,5
2017-12-15,2017-12-15,JNJ,0.577192,6
2017-12-15,2017-12-15,RJF,0.576681,7
2017-12-15,2017-12-15,BN,0.576411,8
2017-12-15,2017-12-15,V,0.570083,9
2017-12-15,2017-12-15,NVDA,0.568495,10
2017-12-15,2017-12-15,PFE,0.567455,11
2017-12-15,2017-12-15,AMD,0.565506,12
2017-12-15,2017-12-15,MSFT,0.564418,13
2017-12-15,2017-12-15,AVGO,0.561858,14
2017-12-15,2017-12-15,BA,0.561013,15
2017-12-22,2017-12-22,GE,0.615261,1
2017-12-22,2017-12-22,AMGN,0.605372,2
2017-12-22,2017-12-22,KKR,0.602418,3
2017-12-22,2017-12-22,BKR,0.599528,4
2017-12-22,2017-12-22,RJF,0.591149,5
2017-12-22,2017-12-22,V,0.589007,6
2017-12-22,2017-12-22,JNJ,0.587766,7
2017-12-22,2017-12-22,BN,0.585809,8
2017-12-22,2017-12-22,IBM,0.582829,9
2017-12-22,2017-12-22,CRM,0.575708,10
2017-12-22,2017-12-22,PEP,0.573382,11
2017-12-22,2017-12-22,BA,0.57243,12
2017-12-22,2017-12-22,AXP,0.57096,13
2017-12-22,2017-12-22,NFLX,0.568872,14
2017-12-22,2017-12-22,NVDA,0.565911,15
2017-12-29,2017-12-29,GEF,0.651856,1
2017-12-29,2017-12-29,AMGN,0.605512,2
2017-12-29,2017-12-29,KKR,0.5936,3
2017-12-29,2017-12-29,AXP,0.591376,4
2017-12-29,2017-12-29,V,0.589084,5
2017-12-29,2017-12-29,PEP,0.587001,6
2017-12-29,2017-12-29,MSFT,0.580514,7
2017-12-29,2017-12-29,IBM,0.580506,8
2017-12-29,2017-12-29,BN,0.580202,9
2017-12-29,2017-12-29,JNJ,0.577032,10
2017-12-29,2017-12-29,BA,0.576431,11
2017-12-29,2017-12-29,CRM,0.574768,12
2017-12-29,2017-12-29,GOOG,0.569457,13
2017-12-29,2017-12-29,PFE,0.56898,14
2017-12-29,2017-12-29,BKR,0.567833,15
2018-01-05,2018-01-05,GE,0.611132,1
2018-01-05,2018-01-05,NVDA,0.608106,2
2018-01-05,2018-01-05,AMGN,0.598653,3
2018-01-05,2018-01-05,AXP,0.593719,4
2018-01-05,2018-01-05,V,0.591678,5
2018-01-05,2018-01-05,CRM,0.59114,6
2018-01-05,2018-01-05,META,0.58837,7
2018-01-05,2018-01-05,GOOG,0.587777,8
2018-01-05,2018-01-05,BA,0.58749,9
2018-01-05,2018-01-05,PEP,0.587415,10
2018-01-05,2018-01-05,MSFT,0.586367,11
2018-01-05,2018-01-05,BKNG,0.584241,12
2018-01-05,2018-01-05,PFE,0.583489,13
2018-01-05,2018-01-05,JNJ,0.582036,14
2018-01-05,2018-01-05,BKR,0.579803,15
2018-01-12,2018-01-12,GE,0.623578,1
2018-01-12,2018-01-12,AMD,0.620626,2
2018-01-12,2018-01-12,HON,0.608438,3
2018-01-12,2018-01-12,AMGN,0.604393,4
2018-01-12,2018-01-12,AXP,0.592614,5
2018-01-12,2018-01-12,JNJ,0.587708,6
2018-01-12,2018-01-12,T,0.583808,7
2018-01-12,2018-01-12,NVDA,0.583689,8
2018-01-12,2018-01-12,INTC,0.582938,9
2018-01-12,2018-01-12,GOOG,0.581266,10
2018-01-12,2018-01-12,PEP,0.579689,11
2018-01-12,2018-01-12,V,0.577527,12
2018-01-12,2018-01-12,ORCL,0.570957,13
2018-01-12,2018-01-12,MSFT,0.569856,14
2018-01-12,2018-01-12,BKR,0.569772,15
2018-01-19,2018-01-19,BA,0.619172,1
2018-01-19,2018-01-19,AMGN,0.596055,2
2018-01-19,2018-01-19,AXP,0.593417,3
2018-01-19,2018-01-19,HON,0.589313,4
2018-01-19,2018-01-19,GE,0.586044,5
2018-01-19,2018-01-19,IBM,0.583489,6
2018-01-19,2018-01-19,PEP,0.578086,7
2018-01-19,2018-01-19,ORCL,0.572385,8
2018-01-19,2018-01-19,MSFT,0.57158,9
2018-01-19,2018-01-19,NVDA,0.571547,10
2018-01-19,2018-01-19,T,0.568072,11
2018-01-19,2018-01-19,PFE,0.56174,12
2018-01-19,2018-01-19,CRM,0.561679,13
2018-01-19,2018-01-19,INTC,0.560235,14
2018-01-19,2018-01-19,COST,0.558077,15
2018-01-26,2018-01-26,BN,0.608924,1
2018-01-26,2018-01-26,PFE,0.599931,2
2018-01-26,2018-01-26,BA,0.596889,3
2018-01-26,2018-01-26,JNJ,0.59408,4
2018-01-26,2018-01-26,HON,0.586866,5
2018-01-26,2018-01-26,PEP,0.585727,6
2018-01-26,2018-01-26,AXP,0.581357,7
2018-01-26,2018-01-26,COST,0.578903,8
2018-01-26,2018-01-26,IBM,0.578898,9
2018-01-26,2018-01-26,NVDA,0.573016,10
2018-01-26,2018-01-26,AMGN,0.572598,11
2018-01-26,2018-01-26,META,0.571727,12
2018-01-26,2018-01-26,CRM,0.567667,13
2018-01-26,2018-01-26,KO,0.566274,14
2018-01-26,2018-01-26,KDP,0.56592,15
2018-02-02,2018-02-02,AAPL,0.62263,1
2018-02-02,2018-02-02,F,0.609117,2
2018-02-02,2018-02-02,GE,0.599574,3
2018-02-02,2018-02-02,BN,0.596571,4
2018-02-02,2018-02-02,GEF,0.594485,5
2018-02-02,2018-02-02,JNJ,0.592971,6
2018-02-02,2018-02-02,NVDA,0.591701,7
2018-02-02,2018-02-02,FDX,0.590803,8
2018-02-02,2018-02-02,PG,0.58644,9
2018-02-02,2018-02-02,IBM,0.583106,10
2018-02-02,2018-02-02,CRM,0.582937,11
2018-02-02,2018-02-02,HON,0.579724,12
2018-02-02,2018-02-02,PFE,0.577217,13
2018-02-02,2018-02-02,AXP,0.576659,14
2018-02-02,2018-02-02,PEP,0.576112,15
2018-02-09,2018-02-09,FDX,0.665202,1
2018-02-09,2018-02-09,PG,0.655258,2
2018-02-09,2018-02-09,PEP,0.633138,3
2018-02-09,2018-02-09,BKR,0.630882,4
2018-02-09,2018-02-09,KO,0.629474,5
2018-02-09,2018-02-09,JNJ,0.622493,6
2018-02-09,2018-02-09,AAPL,0.603134,7
2018-02-09,2018-02-09,UAL,0.601133,8
2018-02-09,2018-02-09,BKNG,0.59729,9
2018-02-09,2018-02-09,GEF,0.586504,10
2018-02-09,2018-02-09,IBM,0.580325,11
2018-02-09,2018-02-09,COST,0.571041,12
2018-02-09,2018-02-09,AMGN,0.569822,13
2018-02-09,2018-02-09,AVGO,0.561037,14
2018-02-09,2018-02-09,BN,0.560836,15
2018-02-16,2018-02-16,NVDA,0.633726,1
2018-02-16,2018-02-16,IBM,0.611469,2
2018-02-16,2018-02-16,HON,0.601758,3
2018-02-16,2018-02-16,AXP,0.601473,4
2018-02-16,2018-02-16,JNJ,0.593472,5
2018-02-16,2018-02-16,INTC,0.586289,6
2018-02-16,2018-02-16,NFLX,0.581295,7
2018-02-16,2018-02-16,BKNG,0.576824,8
2018-02-16,2018-02-16,COST,0.576089,9
2018-02-16,2018-02-16,PEP,0.575894,10
2018-02-16,2018-02-16,MSFT,0.575089,11
2018-02-16,2018-02-16,V,0.571097,12
2018-02-16,2018-02-16,CRM,0.568862,13
2018-02-16,2018-02-16,AAPL,0.568735,14
2018-02-16,2018-02-16,GE,0.567013,15
2018-02-23,2018-02-23,NVDA,0.634269,1
2018-02-23,2018-02-23,KDP,0.626658,2
2018-02-23,2018-02-23,AXP,0.611088,3
2018-02-23,2018-02-23,IBM,0.609795,4
2018-02-23,2018-02-23,PEP,0.605322,5
2018-02-23,2018-02-23,HON,0.597489,6
2018-02-23,2018-02-23,INTC,0.596279,7
2018-02-23,2018-02-23,ANET,0.594676,8
2018-02-23,2018-02-23,CRM,0.586742,9
2018-02-23,2018-02-23,UAL,0.585517,10
2018-02-23,2018-02-23,MSFT,0.579606,11
2018-02-23,2018-02-23,BKNG,0.578409,12
2018-02-23,2018-02-23,MU,0.576958,13
2018-02-23,2018-02-23,FDX,0.573691,14
2018-02-23,2018-02-23,AAPL,0.571825,15
2018-03-02,2018-03-02,NVDA,0.603521,1
2018-03-02,2018-03-02,KDP,0.599576,2
2018-03-02,2018-03-02,HON,0.598374,3
2018-03-02,2018-03-02,JNJ,0.593675,4
2018-03-02,2018-03-02,ANET,0.584928,5
2018-03-02,2018-03-02,IBM,0.583744,6
2018-03-02,2018-03-02,PEP,0.57757,7
2018-03-02,2018-03-02,INTC,0.572195,8
2018-03-02,2018-03-02,BKR,0.569297,9
2018-03-02,2018-03-02,CSCO,0.567635,10
2018-03-02,2018-03-02,GM,0.566401,11
2018-03-02,2018-03-02,PG,0.564379,12
2018-03-02,2018-03-02,BN,0.563779,13
2018-03-02,2018-03-02,V,0.56195,14
2018-03-02,2018-03-02,GE,0.561123,15
2018-03-09,2018-03-09,NVDA,0.636311,1
2018-03-09,2018-03-09,HON,0.598264,2
2018-03-09,2018-03-09,GEF,0.597398,3
2018-03-09,2018-03-09,JNJ,0.590313,4
2018-03-09,2018-03-09,FDX,0.590059,5
2018-03-09,2018-03-09,PEP,0.589623,6
2018-03-09,2018-03-09,AXP,0.582736,7
2018-03-09,2018-03-09,V,0.569129,8
2018-03-09,2018-03-09,APO,0.568307,9
2018-03-09,2018-03-09,AVGO,0.567659,10
2018-03-09,2018-03-09,AAPL,0.567399,11
2018-03-09,2018-03-09,META,0.566539,12
2018-03-09,2018-03-09,RJF,0.564967,13
2018-03-09,2018-03-09,BKR,0.564193,14
2018-03-09,2018-03-09,IBM,0.562711,15
2018-03-16,2018-03-16,BKR,0.615376,1
2018-03-16,2018-03-16,NVDA,0.608735,2
2018-03-16,2018-03-16,FDX,0.562786,3
2018-03-16,2018-03-16,BA,0.557008,4
2018-03-16,2018-03-16,HON,0.556584,5
2018-03-16,2018-03-16,RJF,0.555115,6
2018-03-16,2018-03-16,UAL,0.553201,7
2018-03-16,2018-03-16,AAPL,0.552278,8
2018-03-16,2018-03-16,PEP,0.551918,9
2018-03-23,2018-03-23,GM,0.608904,1
2018-03-23,2018-03-23,CVS,0.598358,2
2018-03-23,2018-03-23,GE,0.596892,3
2018-03-23,2018-03-23,PG,0.595418,4
2018-03-23,2018-03-23,CRM,0.592754,5
2018-03-23,2018-03-23,PEP,0.587474,6
2018-03-23,2018-03-23,AXP,0.587419,7
2018-03-23,2018-03-23,IBM,0.584154,8
2018-03-23,2018-03-23,MSFT,0.584024,9
2018-03-23,2018-03-23,AMGN,0.581986,10
2018-03-23,2018-03-23,HON,0.581087,11
2018-03-23,2018-03-23,BA,0.580916,12
2018-03-23,2018-03-23,PFE,0.575028,13
2018-03-23,2018-03-23,JNJ,0.57342,14
2018-03-23,2018-03-23,BKNG,0.571669,15
2018-03-29,2018-03-29,NVDA,0.600233,1
2018-03-29,2018-03-29,HON,0.595361,2
2018-03-29,2018-03-29,IBKR,0.589763,3
2018-03-29,2018-03-29,AMGN,0.584017,4
2018-03-29,2018-03-29,KDP,0.579774,5
2018-03-29,2018-03-29,JNJ,0.578854,6
2018-03-29,2018-03-29,BKR,0.576515,7
2018-03-29,2018-03-29,COST,0.576371,8
2018-03-29,2018-03-29,SCHW,0.575918,9
2018-03-29,2018-03-29,GM,0.574759,10
2018-03-29,2018-03-29,CRM,0.572465,11
2018-03-29,2018-03-29,ANET,0.572234,12
2018-03-29,2018-03-29,GE,0.571725,13
2018-03-29,2018-03-29,BKNG,0.569549,14
2018-03-29,2018-03-29,PEP,0.569377,15
2018-04-06,2018-04-06,GE,0.629908,1
2018-04-06,2018-04-06,AMGN,0.609588,2
2018-04-06,2018-04-06,AMD,0.603014,3
2018-04-06,2018-04-06,HON,0.600842,4
2018-04-06,2018-04-06,AXP,0.590662,5
2018-04-06,2018-04-06,ANET,0.590626,6
2018-04-06,2018-04-06,JNJ,0.589059,7
2018-04-06,2018-04-06,IBM,0.587456,8
2018-04-06,2018-04-06,ORCL,0.587102,9
2018-04-06,2018-04-06,BKNG,0.584549,10
2018-04-06,2018-04-06,NFLX,0.582649,11
2018-04-06,2018-04-06,GOOG,0.579867,12
2018-04-06,2018-04-06,BKR,0.57985,13
2018-04-06,2018-04-06,V,0.574866,14
2018-04-06,2018-04-06,CRM,0.573762,15
2018-04-13,2018-04-13,NVDA,0.604036,1
2018-04-13,2018-04-13,BKR,0.603386,2
2018-04-13,2018-04-13,AMGN,0.598576,3
2018-04-13,2018-04-13,GE,0.596672,4
2018-04-13,2018-04-13,AXP,0.591682,5
2018-04-13,2018-04-13,NFLX,0.590866,6
2018-04-13,2018-04-13,HON,0.588013,7
2018-04-13,2018-04-13,AMD,0.58161,8
2018-04-13,2018-04-13,JNJ,0.58116,9
2018-04-13,2018-04-13,V,0.580336,10
2018-04-13,2018-04-13,GM,0.579582,11
2018-04-13,2018-04-13,IBM,0.578373,12
2018-04-13,2018-04-13,BKNG,0.574937,13
2018-04-13,2018-04-13,RJF,0.571105,14
2018-04-13,2018-04-13,FDX,0.569721,15
2018-04-20,2018-04-20,MU,0.592523,1
2018-04-20,2018-04-20,CVS,0.592017,2
2018-04-20,2018-04-20,PEP,0.59004,3
2018-04-20,2018-04-20,V,0.582085,4
2018-04-20,2018-04-20,CSCO,0.581711,5
2018-04-20,2018-04-20,GOOG,0.577057,6
2018-04-20,2018-04-20,ORCL,0.575748,7
2018-04-20,2018-04-20,APO,0.57374,8
2018-04-20,2018-04-20,NVDA,0.572457,9
2018-04-20,2018-04-20,AMGN,0.571229,10
2018-04-20,2018-04-20,FDX,0.569755,11
2018-04-20,2018-04-20,COST,0.569318,12
2018-04-20,2018-04-20,BKNG,0.568657,13
2018-04-20,2018-04-20,AXP,0.567838,14
2018-04-20,2018-04-20,BA,0.566829,15
2018-04-27,2018-04-27,PEP,0.61607,1
2018-04-27,2018-04-27,V,0.602573,2
2018-04-27,2018-04-27,RJF,0.598099,3
2018-04-27,2018-04-27,AXP,0.596828,4
2018-04-27,2018-04-27,PG,0.595989,5
2018-04-27,2018-04-27,AMGN,0.595108,6
2018-04-27,2018-04-27,CVS,0.594232,7
2018-04-27,2018-04-27,FDX,0.584739,8
2018-04-27,2018-04-27,CRM,0.584427,9
2018-04-27,2018-04-27,NVDA,0.582658,10
2018-04-27,2018-04-27,SCHW,0.582578,11
2018-04-27,2018-04-27,JNJ,0.581087,12
2018-04-27,2018-04-27,COST,0.576849,13
2018-04-27,2018-04-27,IBM,0.576814,14
2018-04-27,2018-04-27,META,0.576272,15
2018-05-04,2018-05-04,KDP,0.660421,1
2018-05-04,2018-05-04,PEP,0.629743,2
2018-05-04,2018-05-04,NVDA,0.616431,3
2018-05-04,2018-05-04,IBM,0.599082,4
2018-05-04,2018-05-04,JNJ,0.593437,5
2018-05-04,2018-05-04,MU,0.590113,6
2018-05-04,2018-05-04,V,0.584178,7
2018-05-04,2018-05-04,HON,0.583892,8
2018-05-04,2018-05-04,AMD,0.583562,9
2018-05-04,2018-05-04,APO,0.582995,10
2018-05-04,2018-05-04,META,0.578789,11
2018-05-04,2018-05-04,MSFT,0.577679,12
2018-05-04,2018-05-04,AMGN,0.576296,13
2018-05-04,2018-05-04,AAPL,0.575326,14
2018-05-04,2018-05-04,CSCO,0.571578,15
2018-05-11,2018-05-11,PEP,0.632651,1
2018-05-11,2018-05-11,NVDA,0.618518,2
2018-05-11,2018-05-11,KDP,0.608028,3
2018-05-11,2018-05-11,AMGN,0.599185,4
2018-05-11,2018-05-11,PFE,0.590874,5
2018-05-11,2018-05-11,JNJ,0.590537,6
2018-05-11,2018-05-11,GOOG,0.586657,7
2018-05-11,2018-05-11,AXP,0.584928,8
2018-05-11,2018-05-11,AVGO,0.582032,9
2018-05-11,2018-05-11,KKR,0.578439,10
2018-05-11,2018-05-11,CRM,0.575677,11
2018-05-11,2018-05-11,V,0.574992,12
2018-05-11,2018-05-11,MSFT,0.57326,13
2018-05-11,2018-05-11,UAL,0.572661,14
2018-05-11,2018-05-11,PG,0.571672,15
2018-05-18,2018-05-18,KDP,0.653341,1
2018-05-18,2018-05-18,MELI,0.622725,2
2018-05-18,2018-05-18,AMGN,0.603139,3
2018-05-18,2018-05-18,NVDA,0.594401,4
2018-05-18,2018-05-18,GE,0.585544,5
2018-05-18,2018-05-18,COST,0.583334,6
2018-05-18,2018-05-18,MU,0.574011,7
2018-05-18,2018-05-18,BA,0.570876,8
2018-05-18,2018-05-18,CRM,0.568987,9
2018-05-18,2018-05-18,BKNG,0.567821,10
2018-05-18,2018-05-18,MSFT,0.564473,11
2018-05-18,2018-05-18,PEP,0.561492,12
2018-05-18,2018-05-18,KO,0.560742,13
2018-05-18,2018-05-18,V,0.559957,14
2018-05-18,2018-05-18,APO,0.557294,15
2018-05-25,2018-05-25,APO,0.619827,1
2018-05-25,2018-05-25,COST,0.599955,2
2018-05-25,2018-05-25,CRM,0.596201,3
2018-05-25,2018-05-25,V,0.592969,4
2018-05-25,2018-05-25,KDP,0.592653,5
2018-05-25,2018-05-25,NVDA,0.591352,6
2018-05-25,2018-05-25,UAL,0.5904,7
2018-05-25,2018-05-25,MSFT,0.584938,8
2018-05-25,2018-05-25,AAPL,0.578981,9
2018-05-25,2018-05-25,AVGO,0.569648,10
2018-05-25,2018-05-25,CSCO,0.568451,11
2018-05-25,2018-05-25,SYF,0.565073,12
2018-05-25,2018-05-25,PEP,0.564443,13
2018-05-25,2018-05-25,JNJ,0.562566,14
2018-05-25,2018-05-25,BA,0.561686,15
2018-06-01,2018-06-01,KDP,0.677719,1
2018-06-01,2018-06-01,AMGN,0.626916,2
2018-06-01,2018-06-01,IBKR,0.620435,3
2018-06-01,2018-06-01,MSFT,0.599068,4
